"id","Year","Paper","Keyword_1","Keyword_2","Keyword_3","Keyword_4","NewKeyword"
"309","1999","sequential optimality and coordination in multiagent systems","distributed ai"," multi-agent systems 1","nan","nan","multiagent systems"
"310","1999","a protocol-based semantics for an agent communication language","distributed ai"," multi-agent systems 1","nan","nan","multiagent systems"
"311","1999","towards flexible multi-agent decision-making under time pressure","distributed ai"," multi-agent systems 1","nan","nan","multiagent systems"
"312","1999","risk control in multi-agent coordination by negotiation with a trusted third party","distributed ai"," multi-agent systems 2","nan","nan","multiagent systems"
"313","1999","shopbots and pricebots","distributed ai"," multi-agent systems 2","nan","nan","multiagent systems"
"314","1999","be patient and tolerate imprecision:  how autonomous agents can coordinate effectively","distributed ai"," multi-agent systems 2","nan","nan","multiagent systems"
"315","1999","efficiency and equilibrium in task allocation economies with hierarchical dependencies","distributed ai"," economic models 1","nan","nan","multiagent systems"
"316","1999","sequential auctions for the allocation of resources with complementarities","distributed ai"," economic models 1","nan","nan","multiagent systems"
"317","1999","algorithms for optimizing leveled commitment contracts","distributed ai"," economic models 1","nan","nan","multiagent systems"
"318","1999","an algorithm for optimal winner determination in combinatorial auctions","distributed ai"," economic models 2"," auctions","nan","multiagent systems"
"319","1999","taming the computational complexity of combinatorial auctions:  optimal and approximate approaches","distributed ai"," economic models 2"," auctions","nan","multiagent systems"
"320","1999","speeding up ascending-bid auctions","distributed ai"," economic models 2"," auctions","nan","multiagent systems"
"321","1999","temporal coherence and prediction decay in td learning","computer game playing"," game playing 1","nan","nan","machine learning"
"322","1999","domain-dependent single-agent search enhancements","computer game playing"," game playing 1","nan","nan","machine learning"
"323","1999","decomposition search:  a combinatorial games approach to game tree search, with applications to solving go endgames","computer game playing"," game playing 2","nan","nan","machine learning"
"324","1999","gib:  steps toward an expert-level bridge-playing program","computer game playing"," game playing 2","nan","nan","machine learning"
"325","1999","an effective ship berthing algorithm","knowledge-based applications"," applications 1","nan","nan","knowledge representation"
"326","1999","a distributed case-based reasoning application for engineering sales support","knowledge-based applications"," applications 1","nan","nan","knowledge representation"
"327","1999","knowledge modeling and reusability in exclaim","knowledge-based applications"," applications 1","nan","nan","knowledge representation"
"328","1999","verifying integrity constraints on web sites","knowledge-based applications"," applications 2","nan","nan","knowledge representation"
"329","1999","discovering chronicles with numerical time constraints from alarm logs for monitoring dynamic systems","knowledge-based applications"," applications 2","nan","nan","knowledge representation"
"330","1999","integrating problem-solving methods into cyc","knowledge-based applications"," applications 2","nan","nan","knowledge representation"
"331","1999","visual planning:  a practical approach to automated presentation design","knowledge-based applications"," applications 3","nan","nan","knowledge representation"
"332","1999","a case based approach to the generation of musical expression","knowledge-based applications"," applications 3","nan","nan","knowledge representation"
"333","1999","using focus rules in requirements elicitation dialogues","knowledge-based applications"," applications 3","nan","nan","knowledge representation"
"334","1999","a machine learning approach to building domain-specific search engines","machine learning"," learning for information retrieval 1","nan","nan","machine learning"
"335","1999","domain-specific keyphrase extraction","machine learning"," learning for information retrieval 1","nan","nan","machine learning"
"336","1999","learning rules for large vocabulary word sense disambiguation","machine learning"," learning for information retrieval 1","nan","nan","machine learning"
"337","1999","the cluster-abstraction model:  unsupervised learning of topic hierarchies from text data","machine learning"," learning for information retrieval 2","nan","nan","machine learning"
"338","1999","latent class models for collaborative filtering","machine learning"," learning for information retrieval 2","nan","nan","machine learning"
"339","1999","conceptual grouping in word co-occurrence networks","machine learning"," learning for information retrieval 2","nan","nan","machine learning"
"340","1999","decision tree grafting from the all tests but one partition","machine learning"," classification learning 1","nan","nan","machine learning"
"341","1999","constructive induction:  a version space-based approach","machine learning"," classification learning 1","nan","nan","machine learning"
